AYEL01075508.1:44882-45028(-)	72.60
AYEL01090763.1:25039-25167(-)	74.51
AYEL01082081.1:166381-166512(-)	69.47
AYEL01061023.1:17811-17942(+)	76.11
AYEL01074165.1:21299-21453(+)	70.45
AYEL01090956.1:22367-22500(-)	64.66
AYEL01089250.1:4849-4975(-)	61.90
AYEL01087537.1:42173-42284(-)	68.25
AYEL01053933.1:46427-46540(-)	68.57
AYEL01073594.1:53139-53286(+)	73.23
AYEL01078945.1:73755-73873(-)	73.04
AYEL01078218.1:29414-29546(-)	72.52
AYEL01083446.1:10743-10877(-)	71.64
AYEL01066127.1:97251-97385(-)	71.64
AYEL01064127.1:53316-53450(-)	61.19
AYEL01079986.1:2326-2459(-)	70.31
AYEL01044152.1:855-991(-)	61.36
AYEL01073290.1:26253-26398(+)	68.70
AYEL01005287.1:3911-4048(+)	69.72
AYEL01018823.1:277-411(+)	70.90
AYEL01081484.1:49920-50064(+)	70.31
AYEL01067516.1:13481-13613(+)	65.60
AYEL01091939.1:21500-21631(+)	69.47
AYEL01071791.1:10609-10744(+)	70.68
AYEL01060874.1:27693-27821(+)	70.53
AYEL01065569.1:2614-2750(+)	64.39
AYEL01076235.1:104000-104130(-)	74.02
AYEL01010141.1:2710-2846(+)	74.76
AYEL01038143.1:230-375(+)	68.99
AYEL01087537.1:167961-168093(+)	67.42
AYEL01085059.1:40316-40443(-)	60.00
AYEL01074511.1:28680-28817(+)	69.09
AYEL01091114.1:810-943(+)	75.25
AYEL01064931.1:51-194(-)	68.50
AYEL01075938.1:85277-85385(-)	63.46
AYEL01088495.1:49299-49430(+)	67.18
AYEL01080500.1:195741-195875(-)	67.91
AYEL01085839.1:32063-32194(-)	62.02
AYEL01053952.1:13410-13548(+)	74.53
AYEL01070863.1:38596-38706(-)	73.27
AYEL01052451.1:13210-13356(+)	73.98
AYEL01082998.1:14636-14782(-)	63.86
AYEL01087214.1:15770-15903(+)	66.14
AYEL01058057.1:8984-9119(-)	70.99
AYEL01072497.1:1251-1376(+)	67.20
AYEL01069816.1:14793-14929(+)	74.44
AYEL01086564.1:10572-10718(+)	78.86
AYEL01063897.1:8008-8123(+)	64.00
AYEL01086185.1:20591-20712(-)	65.29
AYEL01090696.1:32430-32552(-)	73.55
AYEL01086572.1:18108-18241(+)	69.60
AYEL01010071.1:11840-11971(-)	76.15
AYEL01079669.1:23339-23479(+)	63.78
AYEL01078341.1:39453-39601(+)	70.08
AYEL01069044.1:1165-1293(+)	68.32
AYEL01061854.1:9121-9242(+)	65.25
AYEL01035862.1:21626-21759(+)	68.14
AYEL01048788.1:347-498(+)	65.67
AYEL01091337.1:12596-12727(+)	70.99
AYEL01064386.1:31526-31651(+)	72.73
AYEL01069583.1:20465-20598(+)	70.10
AYEL01065028.1:41267-41415(+)	70.54
AYEL01090419.1:13620-13746(+)	63.71
AYEL01085464.1:79870-79991(+)	85.37
AYEL01057802.1:33337-33477(-)	70.34
AYEL01080842.1:17610-17739(-)	71.09
AYEL01090695.1:5066-5196(-)	73.08
AYEL01004671.1:3285-3421(-)	62.73
AYEL01081337.1:7878-7996(-)	75.45
AYEL01057400.1:18041-18191(-)	64.44
AYEL01083569.1:1728-1857(+)	70.54
AYEL01078873.1:703-811(+)	90.00
AYEL01082291.1:10110-10247(-)	72.93
AYEL01073952.1:3144-3280(+)	69.40
AYEL01070227.1:6497-6642(+)	73.17
AYEL01087299.1:30065-30215(-)	66.42
AYEL01090898.1:24884-25004(+)	68.64
AYEL01084055.1:15362-15493(-)	70.23
AYEL01091962.1:22608-22719(+)	72.73
AYEL01090485.1:3832-3965(-)	70.68
AYEL01075800.1:2468-2599(-)	69.23
AYEL01091868.1:1869-2011(+)	68.85
AYEL01080832.1:15757-15887(+)	74.07
AYEL01091305.1:10532-10645(-)	67.26
AYEL01046584.1:20959-21079(+)	72.50
AYEL01062204.1:8571-8688(+)	75.53
AYEL01066943.1:13707-13833(-)	71.08
AYEL01076375.1:94030-94163(-)	70.68
AYEL01073670.1:37071-37205(-)	70.90
AYEL01043676.1:17680-17792(+)	71.96
AYEL01082195.1:4099-4229(+)	68.99
AYEL01083995.1:44338-44472(-)	72.58
AYEL01053958.1:8613-8725(+)	74.11
AYEL01057293.1:17316-17431(-)	71.68
AYEL01085251.1:4312-4441(-)	71.32
AYEL01050527.1:34133-34259(-)	69.84
AYEL01061748.1:52721-52840(-)	60.92
AYEL01091743.1:818-952(+)	67.18
AYEL01091348.1:15231-15351(-)	61.67
AYEL01012566.1:38623-38759(-)	69.81
AYEL01057447.1:11649-11784(+)	73.68
AYEL01023321.1:1588-1708(-)	69.17
AYEL01086564.1:10799-10946(+)	73.64
AYEL01063638.1:50111-50235(+)	78.33
AYEL01068649.1:12220-12351(+)	67.44
AYEL01087214.1:17731-17859(+)	68.00
AYEL01049942.1:352-489(-)	70.83
AYEL01090048.1:46722-46854(+)	71.21
AYEL01036296.1:2382-2520(+)	71.43
AYEL01023613.1:6425-6556(+)	72.50
AYEL01039896.1:2247-2380(+)	70.77
AYEL01073767.1:18068-18200(-)	70.45
AYEL01059638.1:46577-46707(-)	73.08
AYEL01058213.1:30700-30830(+)	64.06
AYEL01075586.1:10140-10288(+)	70.63
AYEL01068616.1:26984-27114(+)	70.31
AYEL01070649.1:10440-10574(-)	69.40
AYEL01046779.1:5179-5308(+)	70.54
AYEL01077561.1:22052-22187(+)	66.92
AYEL01083788.1:22016-22146(-)	63.57
AYEL01080286.1:4582-4720(+)	77.08
AYEL01088432.1:4892-5024(-)	71.77
AYEL01046574.1:57976-58109(-)	69.17
AYEL01091117.1:63607-63729(+)	69.49
AYEL01062560.1:9082-9222(-)	61.90
AYEL01026517.1:181-328(-)	63.86
AYEL01063438.1:1969-2101(-)	72.73
AYEL01090250.1:798-928(-)	72.66
AYEL01072347.1:7748-7872(-)	60.48
AYEL01036748.1:11084-11222(+)	73.28
AYEL01042525.1:16740-16862(+)	75.83
AYEL01073138.1:5048-5172(+)	68.91
AYEL01065837.1:54661-54797(+)	72.93
AYEL01053990.1:5092-5206(-)	70.41
AYEL01013058.1:93-215(-)	63.56
AYEL01059958.1:942-1089(+)	75.78
AYEL01062005.1:3712-3830(+)	66.95
AYEL01086553.1:1203-1329(-)	73.98
AYEL01088518.1:13102-13235(+)	62.60
AYEL01062005.1:30918-31048(+)	65.04
AYEL01077021.1:31865-31992(-)	68.60
AYEL01061321.1:28209-28317(+)	73.33
AYEL01037241.1:2381-2493(+)	71.96
AYEL01019306.1:61-194(-)	66.15
AYEL01071512.1:14795-14931(-)	63.16
AYEL01085068.1:48632-48759(-)	82.19
AYEL01023321.1:1832-1953(-)	71.07
AYEL01030543.1:96-204(+)	64.47
AYEL01049848.1:7031-7177(-)	72.37
AYEL01088845.1:11944-12081(-)	74.29
AYEL01089675.1:27034-27166(-)	78.89
AYEL01058367.1:4364-4509(+)	71.32
AYEL01060415.1:24948-25085(-)	67.42
AYEL01077871.1:13814-13952(-)	76.15
AYEL01066944.1:32776-32906(-)	66.15
AYEL01069416.1:882-1015(-)	69.09
AYEL01080168.1:6810-6944(+)	69.84
AYEL01089890.1:83689-83801(+)	58.33
AYEL01055049.1:75892-76024(+)	62.60
AYEL01080500.1:22845-22978(+)	72.18
AYEL01074504.1:27959-28092(+)	69.92
AYEL01073846.1:5870-6004(+)	68.75
AYEL01044059.1:15325-15472(+)	76.00
AYEL01084734.1:24841-24968(-)	62.70
AYEL01079423.1:1920-2029(-)	70.87
AYEL01084634.1:27380-27511(-)	70.23
AYEL01088739.1:9514-9649(+)	70.68
AYEL01084182.1:4157-4289(-)	70.45
AYEL01090282.1:8446-8567(+)	68.07
AYEL01012284.1:66-195(-)	68.99
AYEL01069840.1:14864-14997(-)	69.17
AYEL01006003.1:20790-20920(+)	83.05
AYEL01089323.1:52458-52603(+)	66.17
AYEL01068241.1:14245-14366(-)	72.73
AYEL01076761.1:4691-4822(+)	71.76
AYEL01076977.1:33711-33829(-)	97.37
AYEL01081740.1:28380-28489(-)	71.15
AYEL01078945.1:74370-74488(-)	73.04
AYEL01019761.1:200-331(+)	77.48
AYEL01011041.1:1-117(-)	76.84
AYEL01071181.1:2036-2186(+)	69.92
AYEL01065708.1:42073-42209(+)	67.59
AYEL01006840.1:511-621(+)	64.81
AYEL01066943.1:9048-9169(+)	70.25
AYEL01086995.1:29414-29538(+)	66.94
AYEL01077740.1:110117-110240(+)	79.34
AYEL01005287.1:4701-4818(+)	70.75
AYEL01064344.1:10978-11128(+)	72.87
AYEL01070157.1:59776-59919(-)	73.24
AYEL01059736.1:6817-6967(+)	70.45
AYEL01055649.1:1936-2068(+)	65.15
AYEL01067683.1:7847-7956(+)	64.22
AYEL01068733.1:19912-20038(-)	70.00
AYEL01065278.1:27748-27864(-)	72.73
AYEL01086572.1:15106-15214(-)	66.04
AYEL01026552.1:6048-6163(-)	72.17
AYEL01044959.1:4641-4791(-)	71.88
AYEL01087506.1:20672-20804(+)	73.48
AYEL01074924.1:7726-7854(+)	69.53
AYEL01087168.1:57971-58099(+)	74.73
AYEL01085377.1:4155-4273(+)	62.39
AYEL01064898.1:21721-21850(+)	68.47
AYEL01069690.1:17742-17878(-)	70.15
AYEL01088614.1:14155-14284(-)	82.61
AYEL01083329.1:276183-276311(-)	72.22
AYEL01091053.1:2206-2343(+)	66.17
AYEL01069074.1:35148-35297(+)	73.23
AYEL01074570.1:2393-2507(+)	82.02
AYEL01054132.1:5556-5677(-)	69.42
AYEL01083990.1:5003-5131(-)	77.98
AYEL01075783.1:19368-19516(+)	68.70
AYEL01070650.1:20-153(-)	70.68
AYEL01076226.1:94985-95136(-)	71.43
AYEL01069064.1:36687-36832(+)	73.17
AYEL01076530.1:9029-9162(-)	65.89
AYEL01015535.1:2119-2252(+)	66.15
AYEL01079412.1:51476-51603(-)	68.50
AYEL01054183.1:9402-9512(+)	70.71
AYEL01077268.1:23282-23431(-)	77.17
AYEL01066861.1:7198-7315(-)	68.97
