AYEL01049741.1:3916-4101(+)	57.41
AYEL01077249.1:9916-10109(-)	62.75
AYEL01018754.1:38541-38735(+)	56.35
AYEL01074068.1:89672-89859(-)	67.83
AYEL01078977.1:55866-56055(-)	70.59
AYEL01073550.1:31260-31456(-)	60.66
AYEL01080172.1:1376-1562(+)	58.45
AYEL01017852.1:84229-84417(+)	63.08
AYEL01058852.1:4251-4447(-)	60.00
AYEL01074212.1:37770-37962(+)	58.06
AYEL01082301.1:8033-8220(+)	57.94
AYEL01077742.1:19933-20148(+,-)	61.65
AYEL01072500.1:11574-11766(+)	61.47
AYEL01091675.1:74124-74325(+)	62.75
AYEL01088915.1:22675-22864(+,-)	69.01
AYEL01073129.1:832-1022(+,-)	63.74
AYEL01081502.1:12270-12464(+)	58.45
AYEL01078615.1:20440-20637(+)	61.15
AYEL01091170.1:72152-72343(-)	55.63
AYEL01087689.1:25667-25865(+)	60.00
AYEL01082453.1:11904-12090(+)	73.33
AYEL01077880.1:16419-16608(+,-)	64.23
AYEL01061892.1:48090-48278(-)	62.10
AYEL01089087.1:5752-5947(+)	57.99
AYEL01069084.1:38953-39181(+,-)	60.17
AYEL01075073.1:144377-144574(-)	62.30
AYEL01070066.1:3540-3736(+)	61.45
AYEL01051376.1:13895-14084(-)	63.49
AYEL01084275.1:2322-2510(-)	63.08
AYEL01091367.1:24177-24373(-)	62.28
AYEL01089503.1:16364-16553(-)	67.21
AYEL01082036.1:2616-2804(+)	64.52
AYEL01077134.1:29669-29871(+,-)	70.00
AYEL01080997.1:34218-34408(-)	64.29
AYEL01022594.1:197-390(-)	62.75
AYEL01065804.1:4086-4300(+)	56.83
AYEL01073284.1:2555-2741(+)	56.25
AYEL01089535.1:22652-22856(+,-)	70.00
AYEL01050472.1:49309-49524(+,-)	55.81
AYEL01064531.1:12540-12730(-)	59.29
AYEL01025775.1:4769-4997(+,-)	64.52
AYEL01090048.1:31406-31605(+,-)	71.43
AYEL01057072.1:39310-39501(-)	71.19
AYEL01072136.1:47364-47563(-)	52.76
AYEL01087995.1:17592-17796(+,-)	57.89
AYEL01038045.1:7294-7519(+,-)	64.06
AYEL01068665.1:40857-41063(+)	66.23
AYEL01082985.1:50320-50509(+)	65.14
AYEL01074728.1:8206-8400(+)	54.87
AYEL01083000.1:29072-29302(+,-)	60.16
AYEL01083907.1:16252-16449(+)	62.60
AYEL01053472.1:30666-30867(-)	61.19
AYEL01091630.1:27148-27334(-)	70.45
AYEL01071905.1:20000-20193(+)	61.26
AYEL01036793.1:72857-73043(+)	62.22
AYEL01078443.1:65470-65674(+)	57.03
AYEL01061987.1:27977-28164(+)	57.78
AYEL01066861.1:20860-21054(-)	58.82
AYEL01076328.1:15376-15570(-)	62.81
AYEL01066010.1:895-1094(-)	59.29
AYEL01085373.1:2428-2629(-)	66.27
AYEL01083700.1:46792-47016(+,-)	66.07
AYEL01087881.1:9503-9691(+)	61.90
