AYEL01083360.1:18958-19316(-)	59.70
AYEL01052382.1:52823-53180(-)	62.06
AYEL01075441.1:7713-8136(+,-)	59.91
AYEL01074477.1:24088-24449(+)	57.26
AYEL01058934.1:128-493(+)	57.66
AYEL01092363.1:198-556(-)	62.88
AYEL01069695.1:35099-35461(+)	60.66
AYEL01068155.1:11358-11759(-)	62.30
AYEL01053421.1:125428-125837(-)	66.15
AYEL01059967.1:1426-1781(-)	62.69
AYEL01091149.1:14730-15186(-)	76.47
AYEL01085178.1:55520-55952(+,-)	59.75
AYEL01085675.1:994-1355(-)	63.37
AYEL01080063.1:52574-52965(-)	73.56
AYEL01074782.1:38374-38730(+)	59.17
AYEL01081033.1:41965-42428(+)	60.28
AYEL01091309.1:66483-66835(-)	60.22
AYEL01062338.1:36367-36768(-)	67.79
AYEL01073733.1:29714-30132(-)	64.62
AYEL01078151.1:4221-4613(+)	62.50
AYEL01088110.1:57691-58026(+)	60.75
AYEL01090879.1:5301-5811(+)	57.59
AYEL01079273.1:28645-29048(+)	59.95
AYEL01071140.1:8597-9037(+,-)	61.14
AYEL01052745.1:990-1420(+,-)	66.67
AYEL01069600.1:21339-21767(+,-)	63.20
AYEL01088472.1:3563-3911(+)	59.18
AYEL01090393.1:14128-14480(+)	65.06
AYEL01090949.1:8887-9252(+)	61.67
AYEL01086934.1:11421-11829(-)	55.85
AYEL01048939.1:28815-29177(-)	59.66
AYEL01072813.1:30849-31268(+,-)	61.21
AYEL01090656.1:14895-15248(+)	58.69
AYEL01088878.1:55001-55466(-)	67.80
AYEL01091167.1:14311-14694(-)	60.82
AYEL01084719.1:3411-3773(+)	62.12
AYEL01073105.1:53755-54124(+)	59.20
AYEL01037210.1:25592-25944(+)	60.24
AYEL01051596.1:129813-130172(-)	59.10
AYEL01067973.1:4387-4810(-)	65.32
AYEL01067470.1:3388-3815(+,-)	58.92
AYEL01055992.1:33044-33347(-)	62.11
AYEL01091088.1:28997-29409(+,-)	63.73
AYEL01070050.1:3221-3584(+)	59.43
AYEL01039099.1:1624-2066(+)	60.68
AYEL01059889.1:46893-47254(+)	60.06
AYEL01082689.1:23350-23661(-)	82.98
AYEL01084148.1:44867-45199(-)	61.28
AYEL01071040.1:2391-2716(-)	58.42
AYEL01052836.1:8911-9301(+)	70.04
AYEL01015688.1:1342-1650(-)	64.58
